0,大润发  亿路发阳光景园 双學区 精装套二 拎包入住随时看房
1,132万
2,15529元/m²
3,2室2厅
4,85m²
5,共5层
6,2005年建造
7,张金龙
8,"
                    亿路发阳光景园  
                    城阳-农业大学-春阳路139号                "
9,"
近学校安全性高繁华地段 "
0,有钥匙！204国道旁！交通便利！毛坯可随意装修！
1,71万
2,8875元/m²
3,2室1厅
4,80m²
5,共5层
6,2013年建造
7,闫泽明
8,"
                    中置青岛风景  
                    胶州-李哥庄-204国道                "
9,"
"
0,离学校仅100米 交通方便 精装大套二 离近公交 楼层采光好
1,95万
2,10326元/m²
3,2室2厅
4,92m²
5,共5层
6,2007年建造
7,李乃鑫
8,"
                    永合硕丰苑  
                    即墨-西元庄-西苑路                "
9,"
配套成熟交通便利素质住户 "
0,田家花园 大润发 位置安静 南北通透 精装修 低楼层
1,278万
2,28958元/m²
3,2室2厅
4,96m²
5,共5层
6,1997年建造
7,刘涛
8,"
                    田家花园  
                    市南-广电大厦-高田路66号                "
9,"
近学校小区中心近地铁 "
0,"降价啦！永年居,一楼带院，带35平带窗负一（可住人）182万"
1,182万
2,22530元/m²
3,2室2厅
4,80m²
5,共5层
6,2006年建造
7,秦思伟
8,"
                    永年居  
                    李沧-沧口公园-兴华路13号                "
9,"
南北通透 "
0,（xique房源）千禧多层洋房精装修 大套三双卫  南北通透
1,140万
2,10938元/m²
3,3室2厅
4,128m²
5,共4层
6,2010年建造
7,邵静
8,"
                    千禧国际村(78号)  
                    城阳-惜福镇-铁骑山路78号                "
9,"
近学校环境优美素质住户 "
0,济青高速口西元庄南北通透大套二急售，急的不得了，价格您来出！
1,79万
2,8557元/m²
3,2室2厅
4,92m²
5,共5层
6,2012年建造
7,苏芪峰
8,"
                    永合硕钧苑  
                    即墨-西元庄-天山路                "
9,"
环境优美品质小区 "
0,吾悦旁，无税，一楼带院，前排无遮挡，钥匙看房
1,210万
2,19444元/m²
3,2室2厅
4,108m²
5,共4层
6,2009年建造
7,金涛
8,"
                    康大风和日丽  
                    黄岛-灵山卫-滨海大道2577号                "
9,"
近地铁配套成熟品质小区 "
0,怡和嘉园，刚需自住套二，无遮挡，满五唯一，着急出售，配套全
1,132万
2,15172元/m²
3,2室2厅
4,87m²
5,低层(共18层)
6,2010年建造
7,张国良
8,"
                    怡和嘉园  
                    黄岛-薛家岛-嘉陵江东路478号                "
9,"
近学校 "
0,精装套三 多层2楼 隐珠星河城 无公摊 通透好房 北京路旁
1,115万
2,13690元/m²
3,3室2厅
4,84m²
5,共5层
6,2000年建造
7,闫程慧子
8,"
                    银盛泰星河城三期  
                    黄岛-隐珠-黄海路7号                "
9,"
近地铁配套成熟低密度 "
0,鑫江玫瑰园中心位置，赠送10平方米储藏室，价格可议随时看房.
1,68万
2,6827元/m²
3,2室2厅
4,99m²
5,共5层
6,2012年建造
7,张洪洲
8,"
                    东张家庄社区  
                    城阳-流亭-青新高速,近204国道                "
9,"
环境优美交通便利品质小区 "
0,（精）西海景苑 交通方便 步行到金沙滩，人车分流
1,143万
2,17115元/m²
3,2室1厅
4,83m²
5,低层(共30层)
6,2012年建造
7,田文玉
8,"
                    西海景苑  
                    黄岛-薛家岛-珠江路100号                "
9,"
"
0,不容错过  低总价  怡和嘉园 精装套二 地铁口 随时看房
1,135万
2,15517元/m²
3,2室2厅
4,87m²
5,低层(共18层)
6,2014年建造
7,夏川
8,"
                    怡和嘉园  
                    黄岛-薛家岛-嘉陵江东路478号                "
9,"
近学校 "
0,星河城三期，精装套二，实际面积大，精装婚房
1,120万
2,14242元/m²
3,2室2厅
4,84m²
5,共5层
6,2012年建造
7,郭建龙
8,"
                    银盛泰星河城三期  
                    黄岛-隐珠-黄海路7号                "
9,"
近地铁交通便利品质小区 "
0,86平103万 泰晤士小镇精装修一楼好房还不快抢 房东急售
1,103万
2,11977元/m²
3,2室1厅
4,86m²
5,共3层
6,2018年建造
7,刘洋
8,"
                    鲁商泰晤士小镇(百福路)  
                    城阳-惜福镇-百福路167号                "
9,"
环境优美次新小区品质小区 "
0,维湾九期找我认筹享特惠 海景送大阳台 车接车送 月底开盘
1,119万
2,9428元/m²
3,3室2厅
4,126m²
5,低层(共34层)
6,2018年建造
7,张苹
8,"
                    融创维多利亚湾  
                    黄岛-薛家岛-同江路1号                "
9,"
新房房源南北通透环境优美 "
0,西元庄 新装复式顶加阁 位置 直接配家具就可以随时看房
1,103万
2,10729元/m²
3,2室1厅
4,96m²
5,共1层
6,2008年建造
7,李慧
8,"
                    永合硕辉苑  
                    即墨-西元庄-天山路                "
9,"
"
0,八一小区 多层储上一楼 送储藏室 南北通透 临近地铁1号线
1,128万
2,15059元/m²
3,2室2厅
4,85m²
5,共5层
6,2001年建造
7,王震
8,"
                    八一小区  
                    黄岛-薛家岛-嘉陵江东路                "
9,"
安全性高繁华地段品质小区 "
0,李村双玉新苑北区 精装套三厅 无个税 送储藏室 李沧路学 区
1,158万
2,18203元/m²
3,3室1厅
4,86m²
5,共5层
6,1996年建造
7,臧少元
8,"
                    双玉新苑(北区)  
                    李沧-李村-延寿宫路15号                "
9,"
近地铁配套成熟低密度 "
0,山水嘉园 多层洋房，88平145万可议，房东换房急售。诚售
1,143万
2,16250元/m²
3,2室1厅
4,88m²
5,共5层
6,2006年建造
7,陶祝林
8,"
                    山水嘉园  
                    城阳-夏庄-黑龙江中路22号                "
9,"
配套成熟交通便利素质住户 "
0,万达维湾 单价1万左右 套二现房 户型正 性价比高
1,105万
2,11413元/m²
3,2室2厅
4,92m²
5,低层(共45层)
6,2018年建造
7,逄增超
8,"
                    融创维多利亚湾  
                    黄岛-薛家岛-同江路1号                "
9,"
"
0,融创维多利亚湾 套三，高性价比 一期现房，首付三成 随时过户
1,105万
2,10938元/m²
3,3室2厅
4,96m²
5,低层(共35层)
6,2016年建造
7,徐泽凯
8,"
                    融创维多利亚湾  
                    黄岛-薛家岛-同江路1号                "
9,"
南北通透环境优美品质小区 "
0,新出！书香味！品质套三！实木装修！一楼送大花园！多层！洋房！
1,140万
2,15909元/m²
3,3室1厅
4,88m²
5,共5层
6,2015年建造
7,姜晓岩
8,"
                    香邑漫步西区  
                    城阳-夏庄-银河路328号甲                "
9,"
"
0,硕辉苑三期一楼92平米婚房豪装拎包入住无税随时看房140万
1,140万
2,15217元/m²
3,2室1厅
4,92m²
5,共5层
6,2010年建造
7,宗成芳
8,"
                    硕辉苑  
                    即墨-二十八中-长江二路                "
9,"
"
0,星河嘉园多层2楼 86平，精装修140万，房主着急卖，南厅
1,140万
2,16272元/m²
3,2室2厅
4,86m²
5,低层(共6层)
6,2015年建造
7,代强
8,"
                    星河嘉园  
                    黄岛-辛安-黄河中路158号                "
9,"
"
0,大学路小区 总价低 有钥匙 精装修 有上下水 可做饭 送家电
1,150万
2,75000元/m²
3,1室
4,20m²
5,共3层
6,1949年建造
7,任振
8,"
                    大学路小区  
                    市南-大学路-大学路1-62号                "
9,"
"
0,新街口北，育英小学，十五中，105万套二，2007年浇注房
1,105万
2,11079元/m²
3,2室2厅
4,94m²
5,共5层
6,2007年建造
7,曹仁玲
8,"
                    青港公寓  
                    黄岛-辛安-团结路1771号                "
9,"
近学校南北通透配套成熟 "
0,坐拥繁华，住宅非住宅，享唐岛湾美景，百平院子，看整个小区景观
1,1200万
2,33333元/m²
3,4室2厅
4,360m²
5,共3层
6,2015年建造
7,吴鹏程
8,"
                    恒大金沙滩(别墅)  
                    黄岛-长江路-罗浮山路228号                "
9,"
南北通透环境优美 "
0,瑞海花园北区，套二南北通透，户型方正，采光好无遮挡，配套齐全
1,145万
2,14866元/m²
3,2室2厅
4,97m²
5,低层(共7层)
6,2004年建造
7,王娟
8,"
                    瑞海花园B区  
                    黄岛-灵山卫-泰山东路2717号                "
9,"
南北通透环境优美 "
0,凤凰城 2室2厅1卫 85.0平米 160.00万元
1,160万
2,18824元/m²
3,2室2厅
4,85m²
5,低层(共14层)
6,2010年建造
7,王豪
8,"
                    凤凰城  
                    黄岛-薛家岛-珠江路106号                "
9,"
配套成熟繁华地段品质小区 "
0,新上 瑞纳紫域 精装修，满五唯一省 双税，户型方正，拎包住！
1,432万
2,45666元/m²
3,2室1厅
4,94m²
5,共1层
6,2008年建造
7,张治刚
8,"
                    瑞纳紫域  
                    市南-天山-银川西路36号                "
9,"
近学校 "
0,融创维多利亚湾，新出精装套三，送车位，有效房源，请速联系
1,146万
2,11285元/m²
3,3室2厅
4,129m²
5,低层(共34层)
6,2018年建造
7,崔行昌
8,"
                    融创维多利亚湾  
                    黄岛-薛家岛-同江路1号                "
9,"
"
0,交通方便 精装明卫大套二 采光极好 离近市场 房东诚意卖
1,100万
2,10870元/m²
3,2室1厅
4,92m²
5,共1层
6,2008年建造
7,王影
8,"
                    永合硕钧苑  
                    即墨-西元庄-天山路                "
9,"
"
0,送15万装修  保利海上罗兰  13号线两河路地铁口 明卫
1,145万
2,17340元/m²
3,2室2厅
4,83m²
5,低层(共26层)
6,2015年建造
7,崔韵
8,"
                    保利海上罗兰  
                    黄岛-隐珠-滨海大道1399号                "
9,"
拎包入住近地铁品质小区 "
0,海尔山海湾 125万就卖  近地铁 近隧道  下拉有微信
1,145万
2,17262元/m²
3,2室1厅
4,84m²
5,低层(共34层)
6,2012年建造
7,周永刚
8,"
                    海尔山海湾  
                    黄岛-薛家岛-漓江东路505号                "
9,"
近地铁环境优美繁华地段 "
0,四中育才  滨河小区  精装套二  送16平大草房  照片真
1,80万
2,11940元/m²
3,2室2厅
4,67m²
5,共4层
6,1998年建造
7,杨荣刚
8,"
                    滨河小区  
                    黄岛-胶南老城区-桃园路80号甲                "
9,"
客厅朝南配套成熟品质小区 "
0,天泰城桂花园鑫江水青木华四期 精致装修，双南卧南客厅，拎包住
1,140万
2,16667元/m²
3,2室2厅
4,84m²
5,低层(共9层)
6,2016年建造
7,吉庆霞
8,"
                    鑫江水青木华4期  
                    城阳-夏庄-仙山东路28-2号                "
9,"
配套成熟交通便利素质住户 "
0,蓝谷圣罗尼克，一楼带院，带地下，精装，104平，150万
1,150万
2,14423元/m²
3,2室2厅
4,104m²
5,共1层
6,2014年建造
7,于喜道
8,"
                    天泰圣罗尼克  
                    即墨-蓝色硅谷-莱青路266号                "
9,"
"
0,水青木华一楼带院子，欧式新装修155万，南北户型降价急售
1,155万
2,18023元/m²
3,2室2厅
4,86m²
5,低层(共9层)
6,2013年建造
7,王雪
8,"
                    鑫江水青木华4期  
                    城阳-夏庄-仙山东路28-2号                "
9,"
"
0,庄生晓梦迷蝴蝶，望帝春心托杜鹃！大院子，钥匙品鉴
1,700万
2,29167元/m²
3,6室5厅
4,240m²
5,共1层
6,2013年建造
7,孙庆楠
8,"
                    海棠墅  
                    黄岛-薛家岛-罗浮山路,近漓江西路                "
9,"
环境优美素质住户低密度 "
0,西海景苑 新出全天采光 南北通透 精装修
1,152万
2,17202元/m²
3,2室2厅
4,88m²
5,低层(共26层)
6,2012年建造
7,于晶
8,"
                    西海景苑  
                    黄岛-薛家岛-珠江路100号                "
9,"
客厅朝南靠近花园欧式风 "
0,M1地铁口，多层洋房，安阳小区，豪华装修，送储藏室，送车位
1,309万
2,22427元/m²
3,3室2厅
4,137m²
5,共1层
6,2012年建造
7,谢曼
8,"
                    安阳小区  
                    黄岛-薛家岛-嘉陵江东路377号                "
9,"
"
0,棘洪滩附近精装婚房，可以免双税，好楼层*房，首付20万出头
1,80万
2,9091元/m²
3,2室2厅
4,88m²
5,共5层
6,2014年建造
7,于祯云
8,"
                    福慧嘉苑  
                    即墨-西元庄-金泉二路8号                "
9,"
"
0,首付10万  全明户型 一楼带院 精装修 小区中心 不挡光
1,110万
2,12941元/m²
3,2室2厅
4,85m²
5,低层(共15层)
6,2012年建造
7,宋乐
8,"
                    怡和嘉园  
                    黄岛-薛家岛-嘉陵江东路478号                "
9,"
近学校南北通透 "
0,融创维多利亚湾 3室2厅1卫 96.0平米 105.00万元
1,105万
2,10938元/m²
3,3室2厅
4,96m²
5,低层(共35层)
6,2015年建造
7,安笑影
8,"
                    融创维多利亚湾  
                    黄岛-薛家岛-同江路1号                "
9,"
品质小区 "
0,山水嘉园多层公摊抄底全明户型正常首付南北通透价格可谈，钥匙房
1,143万
2,16250元/m²
3,2室1厅
4,88m²
5,共5层
6,2006年建造
7,邹春城
8,"
                    山水嘉园  
                    城阳-夏庄-黑龙江中路22号                "
9,"
配套成熟交通便利素质住户 "
0,凤凰城 2室2厅1卫 85.0平米 160.00万元
1,160万
2,18824元/m²
3,2室2厅
4,85m²
5,低层(共14层)
6,2010年建造
7,安笑影
8,"
                    凤凰城  
                    黄岛-薛家岛-珠江路106号                "
9,"
安全性高繁华地段品质小区 "
0,星河城三期，精装套二，实际面积大，精装婚房
1,120万
2,14242元/m²
3,2室2厅
4,84m²
5,共5层
6,2012年建造
7,郭建龙
8,"
                    银盛泰星河城三期  
                    黄岛-隐珠-黄海路7号                "
9,"
近地铁交通便利品质小区 "
0,86平103万 泰晤士小镇精装修一楼好房还不快抢 房东急售
1,103万
2,11977元/m²
3,2室1厅
4,86m²
5,共3层
6,2018年建造
7,刘洋
8,"
                    鲁商泰晤士小镇(百福路)  
                    城阳-惜福镇-百福路167号                "
9,"
环境优美次新小区品质小区 "
0,维湾九期找我认筹享特惠 海景送大阳台 车接车送 月底开盘
1,119万
2,9428元/m²
3,3室2厅
4,126m²
5,低层(共34层)
6,2018年建造
7,张苹
8,"
                    融创维多利亚湾  
                    黄岛-薛家岛-同江路1号                "
9,"
新房房源南北通透环境优美 "
0,西元庄 新装复式顶加阁 位置 直接配家具就可以随时看房
1,103万
2,10729元/m²
3,2室1厅
4,96m²
5,共1层
6,2008年建造
7,李慧
8,"
                    永合硕辉苑  
                    即墨-西元庄-天山路                "
9,"
"
0,八一小区 多层储上一楼 送储藏室 南北通透 临近地铁1号线
1,128万
2,15059元/m²
3,2室2厅
4,85m²
5,共5层
6,2001年建造
7,王震
8,"
                    八一小区  
                    黄岛-薛家岛-嘉陵江东路                "
9,"
安全性高繁华地段品质小区 "
0,世纪公园 海棠苑 套二婚房 送20万装修房南北通透全明有钥匙
1,143万
2,17024元/m²
3,3室2厅
4,84m²
5,共5层
6,2002年建造
7,考鑫雨
8,"
                    海棠苑  
                    城阳-世纪公园-长城路144号                "
9,"
近学校近地铁交通便利 "
0,豪华装修 中央空调 拎包入住 高端小区物业很好 房主诚心出售
1,145万
2,17059元/m²
3,2室1厅
4,85m²
5,低层(共26层)
6,2000年建造
7,施耀辉
8,"
                    保利海上罗兰  
                    黄岛-隐珠-滨海大道1399号                "
9,"
客厅朝南两房朝南地中海风 "
0,东边户看青岛 海景房 9期开盘 真实价格 找我团购省钱
1,125万
2,8861元/m²
3,3室2厅
4,141m²
5,共1层
6,2018年建造
7,彭梦
8,"
                    融创维多利亚湾  
                    黄岛-薛家岛-同江路1号                "
9,"
新房房源两房朝南南北通透 "
0,星河湾旁 鲁昊棠琳湾 紧邻星河湾 看海高层 精装 首付15万
1,151万
2,13981元/m²
3,3室2厅
4,108m²
5,共1层
6,2018年建造
7,代娟娟
8,"
                    鲁昊棠琳湾  
                    城阳-流亭-青兰高速                "
9,"
新房房源环境优美繁华地段 "
0,世纪公园 地铁口 豪华婚房装修套二  一天未住海棠苑
1,143万
2,17024元/m²
3,2室2厅
4,84m²
5,低层(共6层)
6,2002年建造
7,王思萌
8,"
                    海棠苑  
                    城阳-世纪公园-长城路144号                "
9,"
近学校安全性高繁华地段 "
0,有钥匙，中海熙岸精装套三，满五唯一，一楼带院，随时看房。急售
1,146万
2,16237元/m²
3,3室2厅
4,89m²
5,低层(共33层)
6,2010年建造
7,赵越
8,"
                    中海熙岸  
                    黄岛-隐珠-海王路398号                "
9,"
近地铁繁华地段品质小区 "
0,维湾九期找我认筹享特惠 海景送大阳台 车接车送 月底开盘
1,119万
2,9428元/m²
3,3室2厅
4,126m²
5,低层(共34层)
6,2018年建造
7,邢珊
8,"
                    融创维多利亚湾  
                    黄岛-薛家岛-同江路1号                "
9,"
新房房源南北通透环境优美 "
0,新小区 多层洋房 水青木华四期85平精装套二 水青花都
1,145万
2,17059元/m²
3,2室2厅
4,85m²
5,低层(共6层)
6,2016年建造
7,刘光军
8,"
                    鑫江水青木华4期  
                    城阳-夏庄-仙山东路28-2号                "
9,"
配套成熟交通便利素质住户 "
0,新上沧口公园旁 可改套三  一楼可开院子  沧口商圈 有钥匙
1,137.8万
2,19139元/m²
3,2室1厅
4,72m²
5,共5层
6,2005年建造
7,宋凤荣
8,"
                    兆鸿新村  
                    李沧-永平路-永平路107号                "
9,"
"
0,别墅 赠面积 80平 小面积别墅 总价低 视野开阔 送车位
1,165万
2,17696元/m²
3,2室2厅
4,93m²
5,共4层
6,2012年建造
7,郭井瑞
8,"
                    珠山秀谷御墅(别墅)  
                    黄岛-珠山-山川路1177号                "
9,"
配套成熟繁华地段品质小区 "
0,李沧北山水嘉园 多层一楼 首付29万，看房方便，急售！
1,143万
2,16250元/m²
3,2室2厅
4,88m²
5,低层(共6层)
6,2010年建造
7,代干
8,"
                    山水嘉园  
                    城阳-夏庄-黑龙江中路22号                "
9,"
安全性高繁华地段品质小区 "
0,智慧之城洋房（一楼带院40平 免双税 双地铁）正常首付 急售
1,135万
2,12857元/m²
3,2室2厅
4,105m²
5,共5层
6,2013年建造
7,刘天慧
8,"
                    天一仁和智慧之城(1373号)  
                    城阳-惜福镇-王沙路1373号                "
9,"
主卧朝南客厅朝南品质小区 "
0,水青花园 精装修大套二 南北通透全明户型 满两年
1,146万
2,16484元/m²
3,2室2厅
4,88m²
5,低层(共11层)
6,2015年建造
7,高静
8,"
                    水青花园一期  
                    城阳-夏庄-王沙路60号                "
9,"
安全性高繁华地段品质小区 "
0,急售，地铁口，星河城三期，精装套二，多层二楼，有钥匙，随时看
1,115万
2,13658元/m²
3,2室2厅
4,84m²
5,共5层
6,2014年建造
7,李保福
8,"
                    银盛泰星河城三期  
                    黄岛-隐珠-黄海路7号                "
9,"
配套成熟繁华地段品质小区 "
0,迪维花园 精装未住，稀有三房，品牌家电 拎包入住，钥匙看房
1,280万
2,24348元/m²
3,3室2厅
4,115m²
5,共5层
6,2015年建造
7,徐泽凯
8,"
                    迪维花园  
                    黄岛-薛家岛-石雀滩路9号                "
9,"
双阳台大平层送家电 "
0,白沙河香邑漫步套二精装修一楼带院子采光好位置佳，免双税
1,130万
2,14862元/m²
3,2室2厅
4,87m²
5,共5层
6,2014年建造
7,秦洪花
8,"
                    香邑漫步东区  
                    城阳-夏庄-银河路328号甲                "
9,"
配套成熟繁华地段品质小区 "
0,夏庄东方城 鑫江水青木华96平158万满五唯一 南北通透
1,158万
2,16510元/m²
3,2室2厅
4,95m²
5,低层(共7层)
6,2010年建造
7,于东东
8,"
                    鑫江水青木华  
                    城阳-夏庄-黑龙江中路216号                "
9,"
"
0,胶州李哥庄贵和华庭小区毛坯套二方带车库好楼层房东急售
1,77万
2,9699元/m²
3,2室1厅
4,79m²
5,共5层
6,2017年建造
7,付聿鑫
8,"
                    贵和华庭  
                    胶州-李哥庄-迎宾大街8号                "
9,"
安全性高繁华地段品质小区 "
0,青岛西客站近邻 黄海小区二期 多层车库上一楼 房主诚心出售
1,85万
2,11333元/m²
3,2室1厅
4,75m²
5,共5层
6,1999年建造
7,刘玉辉
8,"
                    黄海小区  
                    黄岛-胶南老城区-人民西路33号                "
9,"
"
0,西海岸 中心别墅 带院子临近东方影都 位置安静环境优美
1,498万
2,24293元/m²
3,5室3厅
4,205m²
5,共2层
6,2016年建造
7,胡英飞
8,"
                    大溪谷(别墅)  
                    黄岛-灵山卫-高山路2077号                "
9,"
新房房源景观房环境优美 "
0,蓝谷！1楼带院了！精装修！经典套二，可以贷款！！不限贷
1,50万
2,6739元/m²
3,2室2厅
4,74m²
5,共1层
6,2017年建造
7,于龙飞
8,"
                    金韵紫都  
                    即墨-鳌山卫镇-即东路112号                "
9,"
"
0,唐岛湾 双拼别墅390平1100万住宅证 近地铁
1,1100万
2,28205元/m²
3,3室3厅
4,390m²
5,共1层
6,2015年建造
7,赵久松
8,"
                    恒大金沙滩(别墅)  
                    黄岛-长江路-罗浮山路228号                "
9,"
"
0,海信地产，品质社区，精装南向二居，满两年，着急出售，地铁 口
1,160万
2,18605元/m²
3,2室2厅
4,86m²
5,低层(共28层)
6,2012年建造
7,王发芹
8,"
                    海信阳光里一期  
                    黄岛-薛家岛-珠江路91号                "
9,"
近地铁繁华地段品质小区 "
0,近地铁 精装2楼 小套二 少海雅居 满5唯一  低首付 低总
1,60万
2,9677元/m²
3,2室1厅
4,62m²
5,共5层
6,2012年建造
7,孙娟
8,"
                    少海雅居  
                    胶州-胶东-兰州东路689号                "
9,"
近地铁环境优美品质小区 "
0,（急售急售）智慧之城多层洋房  半地下花园 市政供热
1,150万
2,13115元/m²
3,5室2厅
4,114m²
5,共5层
6,2015年建造
7,邵静
8,"
                    天一仁和智慧之城(1373号)  
                    城阳-惜福镇-王沙路1373号                "
9,"
配套成熟环境优美品质小区 "
0,新上 重庆中路 地.铁 东南新苑 套二双厅  全明 满五唯一
1,158万
2,17556元/m²
3,2室2厅
4,90m²
5,低层(共6层)
6,2003年建造
7,闫宁宁
8,"
                    东南新苑  
                    李沧-李村公园-重庆中路412号                "
9,"
近学校近地铁配套成熟 "
0,92平仅售90万 精装修 带储 低楼层双气入户 西元庄硕辉苑
1,90万
2,9830元/m²
3,2室2厅
4,91m²
5,共5层
6,2007年建造
7,武传玉
8,"
                    永合硕辉苑  
                    即墨-西元庄-天山路                "
9,"
南北通透交通便利品质小区 "
0,M1地铁口，多层洋房，安阳小区，豪华装修，送储藏室，送车位
1,309万
2,22427元/m²
3,3室2厅
4,137m²
5,共1层
6,2012年建造
7,谢曼
8,"
                    安阳小区  
                    黄岛-薛家岛-嘉陵江东路377号                "
9,"
"
0,棘洪滩附近精装婚房，可以免双税，好楼层*房，首付20万出头
1,80万
2,9091元/m²
3,2室2厅
4,88m²
5,共5层
6,2014年建造
7,于祯云
8,"
                    福慧嘉苑  
                    即墨-西元庄-金泉二路8号                "
9,"
"
0,凤凰城 套二双卫152万就卖，房子非常好，小区醉低1价精装修
1,160万
2,18824元/m²
3,2室2厅
4,85m²
5,低层(共14层)
6,2010年建造
7,孙爱林
8,"
                    凤凰城  
                    黄岛-薛家岛-珠江路106号                "
9,"
安全性高繁华地段品质小区 "
0,东南新苑精装修 近地铁 看房方便诚意出售 欢迎致电
1,145万
2,19863元/m²
3,2室2厅
4,73m²
5,共5层
6,2008年建造
7,李藤
8,"
                    东南新苑  
                    李沧-李村公园-重庆中路412号                "
9,"
近学校近地铁繁华地段 "
0,长江二路 润发家园 精装套二 南北通透  采光好 德馨28中
1,120万
2,13556元/m²
3,2室2厅
4,88m²
5,共5层
6,2009年建造
7,王博杰
8,"
                    即发润发家园  
                    即墨-二十八中-长江一路719号                "
9,"
配套成熟环境优美品质小区 "
0,黄岛三中对面 04年房 3楼精装修 好楼层套二
1,100万
2,10526元/m²
3,2室2厅
4,95m²
5,共5层
6,2004年建造
7,孔令香
8,"
                    竹苞花园  
                    黄岛-老黄岛-海南岛路38号                "
9,"
"
0,地铁口动车站 70年大产权 城子低楼层 随时看房 看好再议！
1,114.8万
2,12084元/m²
3,2室2厅
4,95m²
5,共1层
6,2004年建造
7,赵悦
8,"
                    城子社区  
                    城阳-区政府-正阳路560号                "
9,"
"
0,临地铁口 升平路小区 双南明厅 多层2楼 75平136万可议
1,136万
2,18133元/m²
3,2室1厅
4,75m²
5,共1层
6,2006年建造
7,王军
8,"
                    升平路小区  
                    李沧-振华路-升平路                "
9,"
近学校 "
0,李沧中心商圈 滨河小区(李沧) 学 区房  小公摊 看房随时
1,142万
2,19972元/m²
3,2室2厅
4,71m²
5,共5层
6,1991年建造
7,谢玉鹏
8,"
                    滨河小区  
                    李沧-李村-大崂路1008号                "
9,"
近学校配套成熟交通便利 "
0,凤凰城 套二 精装修 南北通透 楼层好    送地下车位
1,169万
2,18571元/m²
3,2室2厅
4,91m²
